Timestamp,Model_Name,Task_Type,Provider,Prompt_Tokens,Completion_Tokens,Cache_Hit_Tokens,TTFT_ms,TPOT_ms,Total_Latency_ms,Estimated_Cost_USD,Status_Code
2026-06-02 16:21:57,claude-3-5-sonnet,Customer_Support_Chat,Anthropic_API,145,1,29,61,32.6,89,0.000376,200
2026-06-02 16:23:29,gpt-4o,Summarization,OpenAI_API,7385,587,391,58,17.97,10591,0.023711,200
2026-06-02 16:23:30,llama-3-70b-instruct,Code_Generation,Together_AI,2075,648,0,76,16.49,10890,0.002498,200
2026-06-02 16:23:44,gpt-4o,Code_Generation,OpenAI_API,2698,1592,0,75,27.6,43994,0.023132,200
2026-06-02 16:23:46,gpt-4o,Customer_Support_Chat,OpenAI_API,399,116,186,74,27.91,3333,0.001914,200
2026-06-02 16:24:03,llama-3-70b-instruct,Customer_Support_Chat,Together_AI,437,0,0,76,18.91,201,0.0,500
2026-06-02 16:25:18,claude-3-5-sonnet,Summarization,Anthropic_API,7088,151,0,132,28.71,4465,0.022784,200
2026-06-02 16:25:22,gpt-4o,Summarization,OpenAI_API,9315,589,0,87,23.1,13661,0.028719,200
2026-06-02 16:25:48,llama-3-70b-instruct,Extraction_JSON,Together_AI,979,476,0,76,19.99,9640,0.001301,200
2026-06-02 16:26:30,mistral-7b-instruct,Extraction_JSON,Self_Hosted_vLLM,1472,451,0,33,11.74,5406,0.000379,200
2026-06-02 16:26:39,mistral-7b-instruct,Extraction_JSON,Self_Hosted_vLLM,2255,540,0,10,9.2,4977,0.000571,200
2026-06-02 16:26:44,claude-3-5-sonnet,Code_Generation,Anthropic_API,1413,83,0,107,27.62,2384,0.005436,200
2026-06-02 16:26:51,claude-3-5-sonnet,Code_Generation,Anthropic_API,3304,1284,0,116,31.01,39931,0.029706,200
2026-06-02 16:27:26,gpt-4o,Code_Generation,OpenAI_API,1581,314,52,95,26.7,8589,0.007095,200
2026-06-02 16:28:10,claude-3-5-sonnet,Code_Generation,Anthropic_API,2139,969,0,92,25.9,25117,0.020585,200
2026-06-02 16:28:10,claude-3-5-sonnet,Extraction_JSON,Anthropic_API,1786,443,0,63,25.46,11263,0.011629,200
2026-06-02 16:28:31,claude-3-5-sonnet,Customer_Support_Chat,Anthropic_API,602,24,270,156,23.13,668,0.001457,200
2026-06-02 16:28:52,llama-3-70b-instruct,Summarization,Together_AI,822,983,0,47,14.33,14120,0.001547,200
2026-06-02 16:28:53,claude-3-5-sonnet,Code_Generation,Anthropic_API,1188,1461,23,140,31.69,46420,0.024822,200
2026-06-02 16:29:02,gpt-4o,Summarization,OpenAI_API,5297,398,0,79,20.02,8100,0.017643,200
2026-06-02 16:29:17,claude-3-5-sonnet,Extraction_JSON,Anthropic_API,2529,118,200,121,27.49,3196,0.009073,200
2026-06-02 16:29:41,mistral-7b-instruct,Code_Generation,Self_Hosted_vLLM,1348,810,0,34,12.72,10286,0.000434,200
2026-06-02 16:29:54,llama-3-70b-instruct,Summarization,Together_AI,10006,391,0,62,23.49,9282,0.009516,200
2026-06-02 16:30:14,claude-3-5-sonnet,Code_Generation,Anthropic_API,2142,1005,0,121,32.4,32745,0.022205,200
2026-06-02 16:31:09,claude-3-5-sonnet,Summarization,Anthropic_API,4935,1061,0,158,32.67,34796,0.030193,200
2026-06-02 16:31:42,claude-3-5-sonnet,Summarization,Anthropic_API,4821,893,0,125,26.96,24202,0.028922,200
2026-06-02 16:31:46,llama-3-70b-instruct,Customer_Support_Chat,Self_Hosted_vLLM,371,43,0,48,16.66,701,,200
2026-06-02 16:31:49,llama-3-70b-instruct,Code_Generation,Together_AI,2592,879,0,109,15.56,13825,0.00304,200
2026-06-02 16:31:59,gpt-4o,Code_Generation,OpenAI_API,1246,532,0,54,18.03,9604,0.008415,200
2026-06-02 16:32:06,llama-3-70b-instruct,Customer_Support_Chat,Self_Hosted_vLLM,608,188,0,34,19.08,3627,0.000733,200
2026-06-02 16:32:23,claude-3-5-sonnet,Extraction_JSON,Anthropic_API,703,170,0,115,28.19,4963,0.004581,200
2026-06-02 16:32:31,claude-3-5-sonnet,Summarization,Anthropic_API,50,541,0,141,37.9,20678,0.008025,200
2026-06-02 16:32:37,llama-3-70b-instruct,Customer_Support_Chat,Together_AI,211,214,0,74,19.79,4310,0.000361,200
2026-06-02 16:32:49,llama-3-70b-instruct,Code_Generation,Together_AI,1943,1035,0,49,20.35,21104,0.002674,200
2026-06-02 16:32:57,llama-3-70b-instruct,Code_Generation,Together_AI,1492,1074,0,41,17.62,18876,0.002256,200
2026-06-02 16:33:25,claude-3-5-sonnet,Customer_Support_Chat,Anthropic_API,732,167,296,97,22.96,3967,,200
2026-06-02 16:33:30,claude-3-5-sonnet,Code_Generation,Anthropic_API,1455,772,0,145,34.22,26486,0.016264,200
2026-06-02 16:33:59,gpt-4o,Customer_Support_Chat,OpenAI_API,361,274,0,104,24.05,6607,0.003656,200
2026-06-02 16:34:21,claude-3-5-sonnet,Summarization,Anthropic_API,3283,699,0,158,32.68,22955,0.02021,200
2026-06-02 16:34:55,gpt-4o,Summarization,OpenAI_API,50,731,0,51,31.05,22713,0.007443,200
2026-06-02 16:35:00,claude-3-5-sonnet,Extraction_JSON,Anthropic_API,2135,290,0,103,28.67,8356,0.010675,200
2026-06-02 16:35:12,gpt-4o,Summarization,OpenAI_API,3690,409,0,97,31.32,12992,0.013434,200
2026-06-02 16:35:26,gpt-4o,Customer_Support_Chat,OpenAI_API,226,104,0,135,28.72,3125,0.00162,200
2026-06-02 16:35:26,mistral-7b-instruct,Customer_Support_Chat,Self_Hosted_vLLM,531,327,0,10,12.48,4056,0.00017,200
2026-06-02 16:35:33,mistral-7b-instruct,Summarization,Self_Hosted_vLLM,10339,1341,0,44,12.9,17358,0.002358,200
2026-06-02 16:35:53,llama-3-70b-instruct,Customer_Support_Chat,Together_AI,318,259,0,53,18.3,4791,0.000514,200
2026-06-02 16:36:03,llama-3-70b-instruct,Extraction_JSON,Together_AI,1674,499,0,54,22.58,11327,0.001916,200
2026-06-02 16:36:10,claude-3-5-sonnet,Code_Generation,Anthropic_API,138,1274,0,99,30.22,38558,0.020013,200
2026-06-02 16:36:25,claude-3-5-sonnet,Code_Generation,Anthropic_API,50,699,0,76,26.93,18976,0.01087,200
2026-06-02 16:36:33,claude-3-5-sonnet,Customer_Support_Chat,Anthropic_API,422,181,0,47,26.21,4869,0.003956,200
2026-06-02 16:36:33,llama-3-70b-instruct,Code_Generation,Together_AI,714,54,0,72,17.72,994,0.000685,200
2026-06-02 16:36:57,gpt-4o,Customer_Support_Chat,OpenAI_API,219,321,0,78,28.11,9133,0.00383,200
2026-06-02 16:37:06,llama-3-70b-instruct,Customer_Support_Chat,Together_AI,540,407,0,78,18.54,7586,0.000866,200
2026-06-02 16:37:20,llama-3-70b-instruct,Code_Generation,Together_AI,1839,1342,0,90,17.18,23137,0.002893,200
2026-06-02 16:37:57,gpt-4o,Customer_Support_Chat,OpenAI_API,513,209,0,118,28.75,6171,0.003477,200
2026-06-02 16:38:00,gpt-4o,Customer_Support_Chat,OpenAI_API,573,183,124,56,27.97,5247,0.003175,200
2026-06-02 16:38:10,claude-3-5-sonnet,Summarization,Anthropic_API,67,1032,0,61,35.15,36350,0.015491,200
2026-06-02 16:38:18,mistral-7b-instruct,Extraction_JSON,Self_Hosted_vLLM,1215,402,0,43,8.28,3429,,200
2026-06-02 16:38:22,gpt-4o,Extraction_JSON,OpenAI_API,2576,58,0,138,22.73,1484,0.006891,200
2026-06-02 16:38:25,llama-3-70b-instruct,Customer_Support_Chat,Together_AI,231,308,0,74,16.61,5224,,200
2026-06-02 16:38:33,gpt-4o,Summarization,OpenAI_API,2718,714,346,91,21.46,15460,0.014145,200
2026-06-02 16:40:07,gpt-4o,Customer_Support_Chat,OpenAI_API,588,132,188,105,21.17,2854,0.002534,200
2026-06-02 16:40:17,gpt-4o,Code_Generation,OpenAI_API,1038,970,0,77,30.89,29994,0.01229,200
2026-06-02 16:40:21,llama-3-70b-instruct,Summarization,Together_AI,7055,717,0,57,17.71,12730,0.007099,200
2026-06-02 16:40:37,gpt-4o,Customer_Support_Chat,OpenAI_API,439,388,116,54,27.71,10737,0.004909,200
2026-06-02 16:41:19,llama-3-70b-instruct,Customer_Support_Chat,Together_AI,429,300,0,62,21.44,6441,0.000638,200
2026-06-02 16:42:21,llama-3-70b-instruct,Extraction_JSON,Together_AI,2966,179,0,57,20.48,3793,0.002921,200
2026-06-02 16:42:42,gpt-4o,Customer_Support_Chat,OpenAI_API,516,176,88,91,25.78,4586,0.002898,200
2026-06-02 16:42:56,mistral-7b-instruct,Code_Generation,Together_AI,1648,824,0,53,13.32,10990,0.000496,200
2026-06-02 16:42:59,claude-3-5-sonnet,Customer_Support_Chat,Anthropic_API,426,379,0,96,28.55,10882,,200
2026-06-02 16:43:21,gpt-4o,Summarization,OpenAI_API,6265,838,420,44,24.81,20831,0.023503,200
2026-06-02 16:43:22,llama-3-70b-instruct,Summarization,Together_AI,7791,704,0,58,13.31,9371,0.007497,200
2026-06-02 16:43:48,llama-3-70b-instruct,Extraction_JSON,Together_AI,2912,428,0,64,18.63,8041,0.003062,200
2026-06-02 16:43:52,gpt-4o,Customer_Support_Chat,OpenAI_API,581,184,194,102,27.67,5145,0.00312,200
2026-06-02 16:44:44,llama-3-70b-instruct,Code_Generation,Together_AI,50,788,0,42,18.06,14250,0.000739,200
2026-06-02 16:44:44,claude-3-5-sonnet,Summarization,Anthropic_API,7659,553,330,82,30.89,17168,0.03007,200
2026-06-02 16:44:49,mistral-7b-instruct,Extraction_JSON,Self_Hosted_vLLM,50,458,0,64,9.51,4424,0.000103,200
2026-06-02 16:44:56,gpt-4o,Summarization,OpenAI_API,4723,383,0,51,26.14,10075,0.015209,200
2026-06-02 16:45:09,mistral-7b-instruct,Summarization,Self_Hosted_vLLM,3810,115,0,40,11.99,1500,0.000792,200
2026-06-02 16:45:10,gpt-4o,Code_Generation,OpenAI_API,1486,753,0,101,26.46,20113,0.010942,200
2026-06-02 16:46:15,mistral-7b-instruct,Code_Generation,Self_Hosted_vLLM,711,219,0,36,11.16,2506,0.000186,200
2026-06-02 16:46:29,llama-3-70b-instruct,Extraction_JSON,Together_AI,1797,392,0,64,24.51,9623,0.002008,200
2026-06-02 16:46:31,gpt-4o,Customer_Support_Chat,OpenAI_API,224,4,49,61,27.69,111,0.000544,200
2026-06-02 16:46:32,claude-3-5-sonnet,Code_Generation,Anthropic_API,1195,653,0,114,29.39,19363,0.013305,200
2026-06-02 16:46:48,gpt-4o,Code_Generation,OpenAI_API,976,356,0,77,30.15,10809,0.006001,200
2026-06-02 16:46:55,gpt-4o,Customer_Support_Chat,OpenAI_API,484,252,35,53,24.64,6176,0.003739,200
2026-06-02 16:47:11,gpt-4o,Code_Generation,OpenAI_API,686,1088,0,85,26.97,29391,0.01279,200
2026-06-02 16:47:37,gpt-4o,Customer_Support_Chat,OpenAI_API,557,161,97,102,26.08,4238,0.002864,200
2026-06-02 16:47:49,claude-3-5-sonnet,Code_Generation,Anthropic_API,2581,0,0,97,26.78,207,0.0,500
2026-06-02 16:48:06,gpt-4o,Extraction_JSON,OpenAI_API,2267,244,121,61,24.88,6119,0.008003,200
2026-06-02 16:48:18,gpt-4o,Customer_Support_Chat,OpenAI_API,494,158,107,92,27.04,4310,0.002662,200
2026-06-02 16:48:36,gpt-4o,Code_Generation,OpenAI_API,1345,741,0,44,24.93,18486,0.010963,200
2026-06-02 16:48:37,gpt-4o,Customer_Support_Chat,OpenAI_API,528,149,0,99,20.17,3159,0.002925,200
2026-06-02 16:48:55,mistral-7b-instruct,Customer_Support_Chat,Self_Hosted_vLLM,558,269,0,35,10.62,2906,,200
2026-06-02 16:49:07,llama-3-70b-instruct,Customer_Support_Chat,Together_AI,181,232,0,102,15.65,3635,0.000369,200
2026-06-02 16:50:05,gpt-4o,Code_Generation,OpenAI_API,2128,1061,0,85,33.01,35128,0.015501,200
2026-06-02 16:50:26,claude-3-5-sonnet,Code_Generation,Anthropic_API,897,1,0,86,27.8,192,0.00258,200
2026-06-02 16:51:09,claude-3-5-sonnet,Summarization,Anthropic_API,8421,498,0,131,31.45,15828,0.032696,200
2026-06-02 16:51:22,llama-3-70b-instruct,Customer_Support_Chat,Together_AI,208,160,0,58,18.67,3133,0.000331,200
2026-06-02 16:51:32,gpt-4o,Summarization,OpenAI_API,7209,199,0,108,23.09,4645,,200
2026-06-02 16:51:40,gpt-4o,Code_Generation,OpenAI_API,1094,1181,0,98,22.27,26357,0.014651,200
2026-06-02 16:51:52,gpt-4o,Summarization,OpenAI_API,4576,633,0,57,32.39,20603,0.017867,200
2026-06-02 16:51:56,llama-3-70b-instruct,Customer_Support_Chat,Together_AI,186,180,0,76,20.11,3722,0.000337,200
2026-06-02 16:52:25,llama-3-70b-instruct,Extraction_JSON,Together_AI,2855,174,0,93,12.37,2316,0.002697,200
2026-06-02 16:52:55,llama-3-70b-instruct,Extraction_JSON,Together_AI,3123,305,0,35,17.34,5322,0.003091,200
2026-06-02 16:53:05,mistral-7b-instruct,Code_Generation,Self_Hosted_vLLM,1287,853,0,24,11.15,9453,0.00043,200
2026-06-02 16:53:17,llama-3-70b-instruct,Summarization,Together_AI,6416,311,0,52,21.9,6908,0.006013,200
2026-06-02 16:53:18,mistral-7b-instruct,Extraction_JSON,Self_Hosted_vLLM,1321,154,0,38,13.86,2130,0.000298,200
2026-06-02 16:53:20,claude-3-5-sonnet,Extraction_JSON,Anthropic_API,1937,238,0,76,29.49,7084,0.009292,200
2026-06-02 16:53:30,llama-3-70b-instruct,Customer_Support_Chat,Together_AI,624,196,0,67,22.08,4438,0.000724,200
2026-06-02 16:53:33,gpt-4o,Extraction_JSON,OpenAI_API,1535,512,0,73,31.91,16415,0.008847,200
2026-06-02 16:53:39,mistral-7b-instruct,Customer_Support_Chat,Self_Hosted_vLLM,416,157,0,28,11.98,1850,0.000113,200
2026-06-02 16:53:54,claude-3-5-sonnet,Summarization,Anthropic_API,7408,871,0,140,32.66,28625,0.036181,200
2026-06-02 16:54:19,llama-3-70b-instruct,Summarization,Together_AI,8725,494,0,83,16.08,8062,0.008524,200
2026-06-02 16:54:20,gpt-4o,Customer_Support_Chat,OpenAI_API,458,247,0,34,23.91,5994,0.003712,200
2026-06-02 16:54:20,gpt-4o,Customer_Support_Chat,OpenAI_API,289,111,137,73,24.78,2783,0.001709,200
2026-06-02 16:55:01,gpt-4o,Extraction_JSON,OpenAI_API,2348,224,0,97,23.69,5421,0.008007,200
2026-06-02 16:55:02,llama-3-70b-instruct,Summarization,Together_AI,861,58,0,64,19.6,1210,0.000828,200
2026-06-02 16:55:23,llama-3-70b-instruct,Customer_Support_Chat,Together_AI,527,163,0,31,18.6,3034,0.000612,200
2026-06-02 16:55:35,mistral-7b-instruct,Summarization,Self_Hosted_vLLM,798,799,0,35,11.87,9545,0.000318,200
2026-06-02 16:55:38,gpt-4o,Extraction_JSON,OpenAI_API,607,284,0,71,25.78,7431,0.004458,200
2026-06-02 16:55:51,llama-3-70b-instruct,Extraction_JSON,Together_AI,2922,562,0,32,16.32,9166,0.003184,200
2026-06-02 16:56:09,mistral-7b-instruct,Customer_Support_Chat,Self_Hosted_vLLM,536,214,0,11,14.01,2973,0.000145,200
2026-06-02 16:56:18,mistral-7b-instruct,Customer_Support_Chat,Self_Hosted_vLLM,375,148,0,31,7.03,1041,0.000109,200
2026-06-02 16:56:24,claude-3-5-sonnet,Code_Generation,Anthropic_API,537,798,0,93,28.93,23157,0.013467,200
2026-06-02 16:56:42,mistral-7b-instruct,Code_Generation,Self_Hosted_vLLM,1825,626,0,44,9.41,5977,0.000487,200
2026-06-02 16:56:54,mistral-7b-instruct,Summarization,Together_AI,7933,1024,0,82,10.89,11314,0.001772,200
2026-06-02 16:57:00,claude-3-5-sonnet,Extraction_JSON,Anthropic_API,1803,415,0,38,31.65,13208,0.011728,200
2026-06-02 16:57:12,claude-3-5-sonnet,Customer_Support_Chat,Anthropic_API,66,240,33,121,27.34,6641,0.003645,200
2026-06-02 16:57:20,llama-3-70b-instruct,Customer_Support_Chat,Together_AI,446,231,0,63,19.16,4571,0.000594,200
2026-06-02 16:57:25,mistral-7b-instruct,Code_Generation,Self_Hosted_vLLM,1850,151,0,58,12.04,1876,0.000409,200
2026-06-02 16:57:33,claude-3-5-sonnet,Summarization,Anthropic_API,50,326,0,144,31.18,10418,,200
2026-06-02 16:57:49,gpt-4o,Customer_Support_Chat,OpenAI_API,582,321,0,47,25.81,8373,0.004671,200
2026-06-02 16:57:52,gpt-4o,Extraction_JSON,OpenAI_API,2371,200,281,121,22.31,4496,0.007976,200
2026-06-02 16:59:08,claude-3-5-sonnet,Code_Generation,Anthropic_API,544,430,0,86,30.05,12962,0.008195,200
2026-06-02 16:59:30,gpt-4o,Summarization,OpenAI_API,6989,172,0,89,21.9,3868,0.018533,200
2026-06-02 17:00:23,llama-3-70b-instruct,Summarization,Together_AI,7174,243,0,52,21.13,5239,0.006715,200
2026-06-02 17:00:40,claude-3-5-sonnet,Customer_Support_Chat,Anthropic_API,527,217,210,123,30.19,6655,0.004276,200
2026-06-02 17:01:01,gpt-4o,Extraction_JSON,OpenAI_API,1441,319,0,76,27.42,8755,0.006932,200
2026-06-02 17:01:05,gpt-4o,Extraction_JSON,OpenAI_API,2590,497,0,110,25.18,12720,0.011242,200
2026-06-02 17:01:05,claude-3-5-sonnet,Summarization,Anthropic_API,2475,705,0,109,32.67,23164,0.017889,200
2026-06-02 17:01:47,llama-3-70b-instruct,Customer_Support_Chat,Together_AI,546,181,0,52,18.24,3439,0.000653,200
2026-06-02 17:01:49,claude-3-5-sonnet,Summarization,Anthropic_API,7429,1203,0,147,31.89,38550,0.0406,200
2026-06-02 17:02:04,llama-3-70b-instruct,Summarization,Together_AI,50,419,0,71,13.94,5926,0.00041,200
2026-06-02 17:02:44,llama-3-70b-instruct,Code_Generation,Together_AI,1900,665,0,84,20.01,13428,0.002257,200
2026-06-02 17:02:45,llama-3-70b-instruct,Summarization,Together_AI,5519,1066,0,49,16.92,18012,0.005761,200
2026-06-02 17:02:46,mistral-7b-instruct,Code_Generation,Self_Hosted_vLLM,294,184,0,37,14.01,2657,9.3e-05,200
2026-06-02 17:03:55,gpt-4o,Customer_Support_Chat,OpenAI_API,530,157,138,85,27.39,4415,,200
2026-06-02 17:04:00,gpt-4o,Extraction_JSON,OpenAI_API,3508,365,0,124,24.28,8968,0.012202,200
2026-06-02 17:04:01,claude-3-5-sonnet,Summarization,Anthropic_API,11739,901,361,121,30.15,27288,0.047449,200
2026-06-02 17:04:09,gpt-4o,Code_Generation,OpenAI_API,1958,613,0,141,28.13,17436,0.011081,200
2026-06-02 17:04:29,gpt-4o,Code_Generation,OpenAI_API,110,1012,0,73,28.75,29219,0.010686,200
2026-06-02 17:04:57,mistral-7b-instruct,Extraction_JSON,Self_Hosted_vLLM,2841,661,0,47,9.6,6414,0.000702,200
2026-06-02 17:05:31,llama-3-70b-instruct,Customer_Support_Chat,Together_AI,392,339,0,52,10.36,3523,0.000677,200
2026-06-02 17:05:39,claude-3-5-sonnet,Code_Generation,Anthropic_API,2176,1097,0,119,31.02,34224,0.023089,200
2026-06-02 17:05:43,gpt-4o,Extraction_JSON,OpenAI_API,1710,428,0,82,25.7,11161,0.008686,200
2026-06-02 17:05:43,gpt-4o,Code_Generation,OpenAI_API,50,1738,0,102,17.16,29917,0.018619,200
2026-06-02 17:05:57,gpt-4o,Customer_Support_Chat,OpenAI_API,640,94,329,112,19.6,1939,0.002179,200
2026-06-02 17:06:16,mistral-7b-instruct,Summarization,Self_Hosted_vLLM,11181,776,0,19,12.72,9823,0.002256,200
2026-06-02 17:06:17,llama-3-70b-instruct,Summarization,Together_AI,12512,607,0,52,16.27,9920,0.011791,200
2026-06-02 17:06:24,claude-3-5-sonnet,Customer_Support_Chat,Anthropic_API,216,180,128,150,27.54,5166,0.003047,200
2026-06-02 17:07:27,llama-3-70b-instruct,Summarization,Together_AI,6103,418,0,35,15.48,6479,,200
2026-06-02 17:07:28,gpt-4o,Extraction_JSON,OpenAI_API,2243,283,0,87,24.47,6972,0.008559,200
2026-06-02 17:08:14,mistral-7b-instruct,Summarization,Self_Hosted_vLLM,1030,882,0,44,12.07,10718,0.000386,200
2026-06-02 17:08:14,mistral-7b-instruct,Customer_Support_Chat,Self_Hosted_vLLM,436,175,0,31,12.22,2254,0.000121,200
2026-06-02 17:08:52,gpt-4o,Summarization,OpenAI_API,3796,896,692,83,20.13,18128,0.017777,200
2026-06-02 17:08:59,gpt-4o,Customer_Support_Chat,OpenAI_API,158,265,0,51,18.75,5053,0.003149,200
2026-06-02 17:10:08,llama-3-70b-instruct,Summarization,Together_AI,5777,364,0,71,17.71,6630,0.005592,200
2026-06-02 17:10:40,claude-3-5-sonnet,Code_Generation,Anthropic_API,1084,828,0,144,30.28,25156,0.015255,200
2026-06-02 17:10:53,gpt-4o,Summarization,OpenAI_API,5817,860,0,114,28.51,24634,,200
2026-06-02 17:11:16,claude-3-5-sonnet,Summarization,Anthropic_API,15497,222,754,87,33.54,7462,0.046699,200
2026-06-02 17:11:20,claude-3-5-sonnet,Summarization,Anthropic_API,7841,11,0,87,34.96,410,0.022814,200
2026-06-02 17:11:56,mistral-7b-instruct,Code_Generation,Self_Hosted_vLLM,2752,556,0,53,10.11,5719,0.000646,200
2026-06-02 17:11:58,claude-3-5-sonnet,Extraction_JSON,Anthropic_API,2373,452,0,128,27.48,12495,0.013871,200
2026-06-02 17:11:59,llama-3-70b-instruct,Customer_Support_Chat,Together_AI,351,210,0,42,14.77,3210,0.000501,200
2026-06-02 17:12:08,claude-3-5-sonnet,Customer_Support_Chat,Anthropic_API,589,265,256,92,28.07,7469,0.004849,200
2026-06-02 17:12:10,llama-3-70b-instruct,Customer_Support_Chat,Together_AI,357,158,0,50,21.49,3407,0.000453,200
2026-06-02 17:13:03,gpt-4o,Extraction_JSON,OpenAI_API,2389,341,0,96,25.5,8758,0.009467,200
2026-06-02 17:13:50,llama-3-70b-instruct,Code_Generation,Together_AI,1051,466,0,81,12.48,5811,0.001336,200
2026-06-02 17:14:42,mistral-7b-instruct,Summarization,Self_Hosted_vLLM,5424,462,0,47,13.81,6448,0.00114,200
2026-06-02 17:15:22,gpt-4o,Customer_Support_Chat,OpenAI_API,694,227,54,37,22.55,5201,0.004007,200
2026-06-02 17:15:36,claude-3-5-sonnet,Summarization,Anthropic_API,4453,584,0,80,25.32,14973,0.022712,200
2026-06-02 17:15:49,llama-3-70b-instruct,Customer_Support_Chat,Together_AI,324,206,0,26,14.18,2926,0.000499,200
2026-06-02 17:15:56,gpt-4o,Summarization,OpenAI_API,117303,766,0,57,31.61,24329,0.301013,200
2026-06-02 17:16:56,gpt-4o,Code_Generation,OpenAI_API,889,260,0,23,25.32,6599,0.004896,200
2026-06-02 17:17:46,claude-3-5-sonnet,Extraction_JSON,Anthropic_API,2799,150,0,126,29.82,4645,0.010553,200
2026-06-02 17:18:14,llama-3-70b-instruct,Summarization,Together_AI,5079,386,0,85,24.51,9550,,200
2026-06-02 17:19:01,gpt-4o,Customer_Support_Chat,OpenAI_API,389,113,223,98,25.3,2975,0.001797,200
2026-06-02 17:19:19,llama-3-70b-instruct,Code_Generation,Together_AI,1648,1203,0,41,21.52,25909,0.002639,200
2026-06-02 17:19:19,gpt-4o,Extraction_JSON,OpenAI_API,2680,386,0,132,28.21,11000,0.010474,200
2026-06-02 17:19:31,claude-3-5-sonnet,Extraction_JSON,Anthropic_API,1001,282,78,118,30.47,8727,0.006976,200
2026-06-02 17:19:45,claude-3-5-sonnet,Summarization,Anthropic_API,6372,695,0,65,17.84,12468,0.029229,200
2026-06-02 17:19:46,gpt-4o,Code_Generation,OpenAI_API,1228,650,0,49,25.84,16856,0.009372,200
2026-06-02 17:20:15,claude-3-5-sonnet,Code_Generation,Anthropic_API,1011,0,0,151,36.47,275,0.0,500
2026-06-02 17:20:39,gpt-4o,Customer_Support_Chat,OpenAI_API,152,197,0,70,23.36,4606,0.002354,200
2026-06-02 17:20:58,gpt-4o,Summarization,OpenAI_API,5580,385,0,87,28.05,10879,0.016853,200
2026-06-02 17:21:29,mistral-7b-instruct,Customer_Support_Chat,Self_Hosted_vLLM,160,277,0,27,16.7,4705,8.8e-05,200
2026-06-02 17:22:11,gpt-4o,Code_Generation,OpenAI_API,1822,878,0,33,22.65,19965,0.013014,200
2026-06-02 17:22:20,gpt-4o,Summarization,OpenAI_API,6184,1326,0,55,20.07,26561,0.028449,200
2026-06-02 17:22:40,llama-3-70b-instruct,Customer_Support_Chat,Together_AI,605,262,0,87,13.99,3829,0.000779,200
2026-06-02 17:22:43,mistral-7b-instruct,Code_Generation,Self_Hosted_vLLM,2192,851,0,43,10.59,9109,0.000619,200
2026-06-02 17:23:05,gpt-4o,Extraction_JSON,OpenAI_API,3389,394,398,51,28.7,11311,0.011673,200
2026-06-02 17:23:16,gpt-4o,Summarization,OpenAI_API,8267,429,0,114,25.31,11018,0.02507,200
2026-06-02 17:24:00,mistral-7b-instruct,Extraction_JSON,Self_Hosted_vLLM,2367,146,0,54,13.37,1982,0.000507,200
2026-06-02 17:24:08,claude-3-5-sonnet,Code_Generation,Anthropic_API,743,545,0,114,31.98,17608,0.010519,200
2026-06-02 17:24:14,llama-3-70b-instruct,Summarization,Together_AI,6716,0,0,42,19.46,220,0.0,500
2026-06-02 17:25:21,mistral-7b-instruct,Customer_Support_Chat,Together_AI,419,191,0,81,12.72,2507,,200
2026-06-02 17:26:01,gpt-4o,Code_Generation,OpenAI_API,1282,583,113,114,19.96,11713,0.009128,200
2026-06-02 17:26:11,claude-3-5-sonnet,Code_Generation,Anthropic_API,1585,516,0,143,27.5,14280,0.011949,200
2026-06-02 17:26:15,gpt-4o,Code_Generation,OpenAI_API,1086,1301,0,55,23.39,30610,0.015498,200
2026-06-02 17:26:54,claude-3-5-sonnet,Customer_Support_Chat,Anthropic_API,426,388,100,104,33.25,13034,0.006669,200
2026-06-02 17:27:12,llama-3-70b-instruct,Summarization,Together_AI,50,807,0,60,13.14,10665,0.000748,200
2026-06-02 17:27:38,gpt-4o,Summarization,OpenAI_API,1871,829,0,116,26.75,22382,0.013121,200
2026-06-02 17:28:25,gpt-4o,Customer_Support_Chat,OpenAI_API,146,51,42,61,19.38,1097,0.000805,200
2026-06-02 17:28:38,gpt-4o,Customer_Support_Chat,OpenAI_API,544,294,0,56,30.16,8921,0.004263,200
2026-06-02 17:28:53,llama-3-70b-instruct,Code_Generation,Together_AI,2043,588,0,37,17.68,10519,0.002312,200
2026-06-02 17:29:35,gpt-4o,Code_Generation,OpenAI_API,894,1911,0,48,16.57,31750,0.02121,200
2026-06-02 17:29:47,llama-3-70b-instruct,Customer_Support_Chat,Together_AI,315,119,0,62,19.33,2418,0.000388,200
2026-06-02 17:30:25,gpt-4o,Code_Generation,OpenAI_API,1299,476,0,96,27.31,13013,0.008031,200
2026-06-02 17:31:24,llama-3-70b-instruct,Summarization,Together_AI,9897,1808,0,60,19.72,35709,0.010846,200
2026-06-02 17:31:47,mistral-7b-instruct,Extraction_JSON,Self_Hosted_vLLM,512,385,0,20,12.97,5005,0.000186,200
2026-06-02 17:31:57,claude-3-5-sonnet,Summarization,Anthropic_API,9345,581,0,164,26.5,15610,0.036635,200
2026-06-02 17:32:02,gpt-4o,Customer_Support_Chat,OpenAI_API,240,226,134,107,23.17,5410,0.002677,200
2026-06-02 17:32:06,mistral-7b-instruct,Customer_Support_Chat,Self_Hosted_vLLM,551,331,0,41,8.17,2744,0.000178,200
2026-06-02 17:32:12,gpt-4o,Summarization,OpenAI_API,11365,736,1619,52,22.38,16463,0.033197,200
